0	1	0	0	0	0	
0.7	0.19	0.09	0.02	0	0	
0.91	0.05	0.03	0.01	0	0	
0.96	0.01	0.02	0.01	0	0	
0.96	0.02	0.02	0	0	0	
0.99	0	0	0.01	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
1	0	0	0	0	0	
