0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	
0.007	0.017	0.005	0.005	0.006	0.009	0.013	0.018	0.008	0.006	0.013	0.019	0.013	0.011	0.01	0.016	0.013	0.006	0.014	0.018	0.008	0.016	0.01	0.01	0.006	0.006	0.011	0.012	0.023	0.001	0.016	0.006	0.016	0.006	0.014	0	0.003	0.011	0.017	0.014	0.006	0.018	0.015	0.02	0.017	0.02	0.018	0.017	0.015	0.008	0.008	0.017	0.018	0.01	0.007	0.021	0.012	0.013	0.008	0.008	0.013	0.013	0.009	0.008	0.006	0.005	0.019	0.006	0.005	0.006	0.005	0.006	0.006	0.019	0.008	0.002	0.01	0.008	0.016	0.013	0.016	0.019	0.009	0.012	0.011	0.013	0.013	0.01	0.013	0.012	0.015	0.016	0.014	0.003	0.002	0.01	0.012	0.022	0.009	0.018	
0.007	0.022	0.005	0.004	0.002	0.015	0.015	0.017	0.011	0.005	0.005	0.016	0.005	0.016	0.014	0.019	0.016	0.005	0.019	0.01	0.014	0.028	0.006	0.004	0.005	0.002	0.008	0.005	0.022	0.003	0.016	0	0.021	0.011	0.022	0	0.001	0.007	0.034	0.014	0.005	0.013	0.023	0.026	0.021	0.011	0.018	0.008	0.017	0.011	0.009	0.017	0.016	0.009	0.011	0.022	0.01	0.014	0.015	0.014	0.024	0.021	0.009	0.024	0.005	0.004	0.024	0.016	0.001	0.002	0.001	0.013	0.012	0.025	0.009	0.001	0.015	0.005	0.013	0.004	0.011	0.021	0.011	0.014	0.009	0.019	0.004	0.005	0.011	0.016	0.009	0.016	0.019	0.001	0.002	0.007	0.004	0.025	0.018	0.023	
0.001	0.035	0.01	0.003	0	0.017	0.013	0.015	0.008	0.005	0.003	0.009	0.009	0.02	0.02	0.017	0.016	0.006	0.029	0.006	0.016	0.021	0.008	0.003	0.001	0.002	0.018	0.004	0.026	0.008	0.037	0	0.017	0.011	0.025	0	0	0.011	0.023	0.019	0.007	0.013	0.021	0.039	0.017	0.009	0.013	0.007	0.024	0.01	0.003	0.013	0.013	0.011	0.009	0.026	0.027	0.015	0.01	0.027	0.018	0.035	0.009	0.029	0.018	0.008	0.035	0.002	0	0.001	0	0.014	0.004	0.023	0.001	0	0.019	0.003	0.03	0.004	0.009	0.029	0.017	0.017	0.015	0.031	0.008	0.005	0.004	0.019	0.013	0.011	0.012	0	0.003	0.015	0.01	0.018	0.019	0.02	
0	0.058	0.007	0	0	0.017	0.01	0.017	0.012	0.014	0.001	0.012	0.006	0.016	0.019	0.012	0.008	0.002	0.023	0.01	0.015	0.021	0.004	0.005	0.002	0.006	0.027	0.002	0.024	0.016	0.023	0	0.008	0.009	0.019	0	0	0.001	0.038	0.038	0.012	0.01	0.02	0.035	0.027	0.007	0.014	0.009	0.019	0.009	0.002	0.009	0.019	0.015	0.006	0.012	0.04	0.024	0.009	0.038	0.02	0.036	0.006	0.026	0.016	0.026	0.028	0.006	0	0	0	0.018	0.001	0.014	0.005	0	0.029	0.009	0.037	0.004	0.024	0.029	0.006	0.031	0.024	0.029	0.008	0.006	0.008	0.021	0.031	0.026	0.016	0	0.011	0.014	0.014	0.011	0.012	0.01	
0	0.053	0.009	0	0	0.011	0.012	0.02	0.018	0.02	0	0.014	0.001	0.021	0.024	0.007	0.01	0	0.033	0.012	0.028	0.021	0	0.001	0.002	0.003	0.015	0.002	0.031	0.024	0.015	0	0.011	0.008	0.031	0	0	0	0.031	0.029	0.011	0.011	0.025	0.041	0.027	0.008	0.011	0.018	0.027	0.008	0.004	0.005	0.031	0.009	0.008	0.01	0.049	0.024	0.014	0.055	0.02	0.031	0	0.03	0.019	0.036	0.021	0.004	0	0	0	0.021	0	0.009	0.002	0	0.044	0.021	0.039	0.001	0.012	0.019	0.008	0.03	0.028	0.032	0.003	0.009	0.019	0.024	0.038	0.023	0.021	0	0.006	0.018	0.022	0.002	0.012	0.008	
0	0.071	0.016	0	0	0.017	0.016	0.026	0.009	0.019	0	0.021	0	0.016	0.037	0.011	0.008	0	0.033	0.019	0.036	0.019	0	0	0.005	0.002	0.029	0.002	0.061	0.032	0.025	0	0.016	0.006	0.025	0	0	0	0.03	0.04	0.011	0.01	0.025	0.03	0.042	0.008	0.013	0.021	0.03	0.009	0.011	0.007	0.047	0.015	0.005	0.003	0.064	0.027	0.019	0.052	0.012	0.031	0	0.024	0.014	0.041	0.017	0.002	0	0	0	0.023	0	0.009	0	0	0.058	0.009	0.047	0	0.012	0.017	0.013	0.027	0.038	0.057	0	0.017	0.021	0.029	0.038	0.017	0.027	0	0.017	0.009	0.02	0.006	0.023	0.003	
0	0.073	0.02	0	0	0.01	0.012	0.025	0.026	0.031	0	0.012	0	0.009	0.059	0.009	0.005	0	0.049	0.037	0.032	0.013	0	0	0.015	0.003	0.033	0.003	0.067	0.041	0.042	0	0.015	0.011	0.022	0	0	0	0.025	0.058	0.015	0.024	0.019	0.032	0.033	0.003	0.021	0.013	0.045	0.007	0.03	0.006	0.029	0.009	0.003	0.002	0.056	0.041	0.015	0.056	0.019	0.04	0	0.028	0.025	0.037	0.011	0	0	0	0	0.024	0	0.019	0	0	0.063	0.016	0.046	0	0.016	0.013	0.01	0.03	0.04	0.055	0	0.025	0.017	0.014	0.048	0.014	0.037	0	0.033	0.009	0.033	0.006	0.028	0.003	
0	0.061	0.019	0	0	0.013	0.016	0.039	0.029	0.045	0	0.017	0	0.025	0.048	0.003	0.001	0	0.064	0.06	0.032	0.014	0	0	0.019	0.004	0.039	0.005	0.066	0.042	0.054	0	0.017	0.014	0.023	0	0	0	0.025	0.052	0.03	0.021	0.023	0.043	0.03	0.008	0.019	0.018	0.046	0.015	0.023	0.012	0.027	0.012	0.004	0.002	0.069	0.046	0.006	0.048	0.023	0.032	0	0.027	0.025	0.035	0.024	0	0	0	0	0.042	0	0.009	0	0	0.062	0.008	0.019	0	0.019	0.01	0.006	0.012	0.027	0.052	0	0.03	0.024	0.018	0.054	0.017	0.043	0	0.026	0.01	0.052	0.001	0.036	0.005	
0	0.054	0.017	0	0	0.007	0.019	0.036	0.015	0.05	0	0.02	0	0.043	0.036	0.003	0	0	0.053	0.042	0.018	0.019	0	0	0.012	0.004	0.032	0.009	0.062	0.043	0.038	0	0.015	0.013	0.021	0	0	0	0.031	0.052	0.035	0.02	0.01	0.057	0.034	0.008	0.02	0.021	0.045	0.009	0.026	0.011	0.021	0.01	0.001	0.001	0.077	0.039	0.011	0.055	0.026	0.02	0	0.022	0.025	0.031	0.023	0	0	0	0	0.031	0	0.008	0	0	0.06	0.007	0.022	0	0.013	0.013	0.009	0.01	0.024	0.059	0	0.028	0.026	0.018	0.051	0.019	0.045	0	0.035	0.011	0.048	0	0.044	0.009	
0	0.05	0.028	0	0	0.007	0.019	0.033	0.012	0.056	0	0.035	0	0.046	0.042	0.001	0	0	0.054	0.036	0.032	0.029	0	0	0.002	0.01	0.044	0.004	0.048	0.057	0.044	0	0.025	0.023	0.029	0	0	0	0.042	0.041	0.027	0.017	0.014	0.045	0.027	0	0.02	0.021	0.06	0.037	0.041	0.018	0.02	0.022	0.004	0.001	0.06	0.036	0.006	0.056	0.018	0.038	0	0.047	0.023	0.026	0.011	0	0	0	0	0.026	0	0.011	0	0	0.066	0.001	0.016	0	0.012	0.019	0.015	0.02	0.01	0.058	0	0.029	0.015	0.022	0.033	0.02	0.041	0	0.034	0.011	0.025	0	0.046	0.017	
0	0.046	0.024	0	0	0.008	0.011	0.032	0.006	0.067	0	0.044	0	0.034	0.065	0.003	0	0	0.05	0.043	0.033	0.031	0	0	0.002	0.002	0.049	0.01	0.044	0.073	0.049	0	0.039	0.015	0.037	0	0	0	0.032	0.039	0.008	0.044	0.011	0.055	0.03	0	0.016	0.018	0.057	0.031	0.034	0.026	0.025	0.028	0.008	0.002	0.07	0.044	0.002	0.064	0.023	0.051	0	0.054	0.026	0.033	0.017	0	0	0	0	0.024	0	0.013	0	0	0.068	0	0.011	0	0.022	0.005	0.028	0.028	0.015	0.08	0	0.039	0.016	0.03	0.046	0.028	0.057	0	0.036	0.023	0.039	0	0.035	0.017	
